Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_num_leaves,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,cv,param_n_estimators
17.0,1.70521821975708,0.038788147213964,0.0996281623840332,0.002681076189508,0.1,4,63,"{'learning_rate': 0.1, 'max_depth': 4, 'num_leaves': 63}",0.9791077593536576,0.9791393962881968,0.9791156685872924,0.9791512601386488,0.9792104971763924,0.9791449163088376,3.635280877083532e-05,28,5,
18.0,1.810870695114136,0.0198385142853419,0.1180185794830322,0.0070765297549118,0.1,6,15,"{'learning_rate': 0.1, 'max_depth': 6, 'num_leaves': 15}",0.9790800770359356,0.9792263978581796,0.9791868516900056,0.979182897073188,0.9791234952623504,0.9791599437839318,5.171890378197738e-05,27,5,
19.0,2.0805643081665037,0.0162068014912882,0.1410000324249267,0.0033502808839369,0.1,6,31,"{'learning_rate': 0.1, 'max_depth': 6, 'num_leaves': 31}",0.9802427343802522,0.980171551277539,0.9804048736697658,0.9802071428288957,0.9801279719062912,0.9802308548125488,9.496077782895713e-05,19,5,
20.0,2.2070850849151613,0.0453496561150819,0.1405059814453125,0.004628412118922,0.1,6,63,"{'learning_rate': 0.1, 'max_depth': 6, 'num_leaves': 63}",0.980800335351506,0.9811404323978028,0.9812234793509684,0.9810692492950897,0.9811245392853188,0.9810716071361372,0.0001443591626807,14,5,
21.0,1.8980774402618408,0.1227833714081613,0.1141940593719482,0.0025943702519752,0.1,8,15,"{'learning_rate': 0.1, 'max_depth': 8, 'num_leaves': 15}",0.97951508488585,0.9796455872408244,0.9793806279140582,0.9795585856708414,0.9794675482860624,0.9795134867995272,8.859889291861483e-05,26,5,
22.0,2.292485761642456,0.1415006191178715,0.1585371971130371,0.0073541811112334,0.1,8,31,"{'learning_rate': 0.1, 'max_depth': 8, 'num_leaves': 31}",0.98064215067881,0.980800335351506,0.9806698329965318,0.9808833823046716,0.9805985731686097,0.980718854900026,0.0001062663731759,15,5,
23.0,2.59135046005249,0.0294394466393842,0.1872727394104004,0.0027937269928284,0.1,8,63,"{'learning_rate': 0.1, 'max_depth': 8, 'num_leaves': 63}",0.9825996860034248,0.982829053778834,0.9830070115356172,0.9825482759847984,0.9827815302845754,0.98275311151745,0.0001652495424531,7,5,
24.0,1.825685405731201,0.0319876215266133,0.1126649379730224,0.0031737804409259,0.1,12,15,"{'learning_rate': 0.1, 'max_depth': 12, 'num_leaves': 15}",0.9795783587549284,0.9797642257453464,0.9796693149417288,0.9795981318390156,0.9794596390211494,0.9796139340604336,0.0001009721786218,22,5,
25.0,2.1712488174438476,0.0465951235241538,0.1390990257263183,0.0040140906384838,0.1,12,31,"{'learning_rate': 0.1, 'max_depth': 12, 'num_leaves': 31}",0.9811681147155248,0.9811839331827944,0.9812867532200468,0.9809941115755588,0.9812194504642738,0.9811704726316398,9.716992501545424e-05,13,5,
26.0,2.7224512100219727,0.0212366644804261,0.2006626605987548,0.0059614217226026,0.1,12,63,"{'learning_rate': 0.1, 'max_depth': 12, 'num_leaves': 63}",0.9839007549363504,0.9844148551226128,0.984367399720804,0.9843238989358126,0.9841893794390748,0.984239257630931,0.0001851976960089,5,5,
27.0,1.8305268287658691,0.0225477702115039,0.1106237888336181,0.0017616978863365,0.1,16,15,"{'learning_rate': 0.1, 'max_depth': 16, 'num_leaves': 15}",0.9795704495212936,0.9797642257453464,0.9796693149417288,0.9795981318390156,0.9794873214483446,0.9796178886991458,9.35390887449572e-05,21,5,
28.0,2.167753744125366,0.0179021417745508,0.1362949848175048,0.0040375222016366,0.1,16,31,"{'learning_rate': 0.1, 'max_depth': 16, 'num_leaves': 31}",0.9810059754260112,0.9811957970332464,0.9815200756122736,0.9812669801359596,0.9812352689940996,0.9812448194403182,0.0001648016548577,12,5,
29.0,2.724906826019287,0.0504123259617325,0.1926418304443359,0.0055092382285734,0.1,16,63,"{'learning_rate': 0.1, 'max_depth': 16, 'num_leaves': 63}",0.984446492057152,0.9847668160193618,0.9846837690661964,0.9840905765435858,0.9845532056250692,0.9845081718622732,0.0002357750904411,4,5,
30.0,1.633169460296631,0.0524880529975048,0.1018365859985351,0.0058956156221263,0.15,4,15,"{'learning_rate': 0.15, 'max_depth': 4, 'num_leaves': 15}",0.9796693149417288,0.9794794933344934,0.979554631054024,0.9796020864558328,0.9795268677729092,0.9795664787117976,6.499084698760036e-05,23,5,
31.0,1.6254525661468506,0.0196103162109098,0.0991002082824707,0.0031487394101962,0.15,4,31,"{'learning_rate': 0.15, 'max_depth': 4, 'num_leaves': 31}",0.9794004009981452,0.9794557656335888,0.9794992664185804,0.9796772241753636,0.9795585048325608,0.9795182324116476,9.491711971791582e-05,24,5,
32.0,1.6064493656158447,0.013838058622499,0.1013216018676757,0.002101466651456,0.15,4,63,"{'learning_rate': 0.15, 'max_depth': 4, 'num_leaves': 63}",0.9794004009981452,0.9794557656335888,0.9794992664185804,0.9796772241753636,0.9795585048325608,0.9795182324116476,9.491711971791582e-05,24,5,
33.0,1.726147508621216,0.0248444442589973,0.1116302013397216,0.0035786719674713,0.15,6,15,"{'learning_rate': 0.15, 'max_depth': 6, 'num_leaves': 15}",0.980151778193452,0.9800015027543906,0.9797760895957986,0.980045003539382,0.9797839188825792,0.9799516585931204,0.0001484632325898,20,5,
34.0,1.9646071434020995,0.0215662566226188,0.1412189483642578,0.0083946022040849,0.15,6,31,"{'learning_rate': 0.15, 'max_depth': 6, 'num_leaves': 31}",0.9814014371077514,0.981504257145004,0.9816703510513348,0.9812630255191424,0.9812313143616432,0.9814140770369753,0.0001613613006051,11,5,
35.0,2.141867160797119,0.0611558446162458,0.144944953918457,0.0021976645435782,0.15,6,63,"{'learning_rate': 0.15, 'max_depth': 6, 'num_leaves': 63}",0.9823624089943804,0.982710415274312,0.9829318738160866,0.9824968659661724,0.9823939763038424,0.9825791080709588,0.0002143274491861,9,5,
36.0,1.7842741012573242,0.0324058718815295,0.1117415904998779,0.0041758001499274,0.15,8,15,"{'learning_rate': 0.15, 'max_depth': 8, 'num_leaves': 15}",0.9801992335952608,0.980523512174288,0.9802071428288957,0.9802466889970696,0.9803968869133304,0.980314692901769,0.0001263991651876,18,5,
37.0,2.0882662296295167,0.0364416455576479,0.1464734554290771,0.0071264652579093,0.15,8,31,"{'learning_rate': 0.15, 'max_depth': 8, 'num_leaves': 31}",0.982552230601616,0.9820025388639968,0.982093495050797,0.981955083462188,0.982382112406473,0.982197092077014,0.0002313038521753,10,5,
38.0,2.5727675914764405,0.0411392366262451,0.185447883605957,0.0065797152960244,0.15,8,63,"{'learning_rate': 0.15, 'max_depth': 8, 'num_leaves': 63}",0.9855577393828424,0.9855261024483032,0.9854865562801292,0.9849012729911536,0.98530063115934,0.985354460452354,0.0002435196393909,3,5,
39.0,1.731848382949829,0.0170886837620694,0.1068702220916748,0.0024007417031881,0.15,12,15,"{'learning_rate': 0.15, 'max_depth': 12, 'num_leaves': 15}",0.9804246467538528,0.9807291522487928,0.9802901897820612,0.9806302868283576,0.9807013936124775,0.9805551338451084,0.0001700261937417,17,5,
40.0,2.0766507625579833,0.0393966404842464,0.1390002250671386,0.005503521586975,0.15,12,31,"{'learning_rate': 0.15, 'max_depth': 12, 'num_leaves': 31}",0.9821369958357884,0.9834341101518967,0.9822674981907628,0.9822872712748498,0.982959488745116,0.9826170728396828,0.000499248246636,8,5,
41.0,2.6668609619140624,0.0282140651046277,0.1972599983215332,0.0020313693073357,0.15,12,63,"{'learning_rate': 0.15, 'max_depth': 12, 'num_leaves': 63}",0.9861351134381834,0.9868588083157682,0.9868588083157682,0.9868548536989508,0.9862695161111726,0.9865954199759688,0.0003237740352536,1,5,
42.0,1.7387670040130616,0.0263095733045813,0.1106295585632324,0.0029059275107624,0.15,16,15,"{'learning_rate': 0.15, 'max_depth': 16, 'num_leaves': 15}",0.9804246467538528,0.9807291522487928,0.9805511944920096,0.9804246467538528,0.9806618472879132,0.9805582975072844,0.0001230360925711,16,5,
43.0,2.0867217540740968,0.0238116391958848,0.1365072727203369,0.0072024931243648,0.15,16,31,"{'learning_rate': 0.15, 'max_depth': 16, 'num_leaves': 31}",0.9827222791247642,0.9829081461151822,0.9825601398352508,0.9826669144893204,0.9829436702152902,0.9827602299559616,0.0001454053762487,6,5,
44.0,2.6404193878173827,0.0419487613469572,0.1812257766723632,0.0052711866437703,0.15,16,63,"{'learning_rate': 0.15, 'max_depth': 16, 'num_leaves': 63}",0.9861865234568096,0.9859611102982176,0.986317025811784,0.9870209476052818,0.9862062419918692,0.9863383698327924,0.0003603353514167,2,5,
,2.3725492000579833,0.3066477457262572,0.10541682243347168,0.001676591924660937,0.01,-1,15,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 15}",0.9820176039041046,0.9820256569251955,0.9820377364568318,0.9820336376045387,0.9820296110777804,0.9820288491936902,6.915777728841733e-06,266,5,100.0
,2.668354320526123,0.03398443594463753,0.12931947708129882,0.00409192578239483,0.01,-1,31,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 31}",0.9820256569251955,0.9820256569251955,0.9820377364568318,0.982037664131297,0.9820296110777804,0.9820312651032601,5.449130197799809e-06,258,5,100.0
,3.1979169845581055,0.1365192435737302,0.15331025123596193,0.005062275597392359,0.01,-1,63,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 63}",0.9820256569251955,0.9820256569251955,0.9820659220306498,0.9820336376045387,0.9820416906580552,0.9820385128287269,1.4937732568185305e-05,256,5,100.0
,4.140576314926148,0.2383406073168659,0.18829021453857422,0.006237672670238651,0.01,-1,127,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 127}",0.9820618955201044,0.9820457894779226,0.9820739750517407,0.982065849818605,0.9820577967650884,0.9820610613266924,9.319619685158442e-06,251,5,100.0
,5.792038202285767,0.45912394902202297,0.23929061889648437,0.006518446379365743,0.01,-1,255,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 100, 'num_leaves': 255}",0.9820739750517407,0.9820981341150132,0.9821303461993767,0.9821222211932209,0.9821020885594295,0.9821053530237563,1.9781508877097723e-05,244,5,100.0
,8.511589813232423,0.29763806610996596,0.5349003314971924,0.0148101840847583,0.01,-1,15,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 500, 'num_leaves': 15}",0.9821625582837401,0.9821867173470127,0.9822310089630125,0.9821906721481117,0.9821624864608037,0.9821866886405362,2.5092547754186602e-05,236,5,500.0
,10.025902700424194,0.09672245471545458,0.7154242992401123,0.014267746941848321,0.01,-1,31,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 500, 'num_leaves': 31}",0.9822471150051942,0.9823518042793754,0.9823397247477391,0.9823477066916848,0.9822832822635523,0.982313926597509,4.157937510996772e-05,225,5,500.0
,13.185985660552978,0.40415431453255307,0.9451315879821778,0.03419172193715728,0.01,-1,63,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 500, 'num_leaves': 63}",0.9824927321484654,0.9826417130386464,0.982524944232829,0.9825450065028407,0.9824483698606419,0.9825305531566848,6.446921964915869e-05,198,5,500.0
,18.779745483398436,1.1508433935536175,1.2409518718719483,0.05892223051972743,0.01,-1,127,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 500, 'num_leaves': 127}",0.9830725496670075,0.9831691859200979,0.9831007352408256,0.983060401927901,0.9831207998292752,0.9831047345170214,3.854689314321488e-05,173,5,500.0
,27.980001640319824,0.9390767290603166,1.5878583431243896,0.06082610662233988,0.01,-1,255,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 500, 'num_leaves': 255}",0.9853515546357215,0.9853596076568124,0.9852669979142675,0.9852145937435828,0.9852025141633078,0.9852790536227385,6.618769412299165e-05,114,5,500.0
,14.233126401901245,0.5958738832178093,1.029341745376587,0.03809504534556526,0.01,-1,15,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 1000, 'num_leaves': 15}",0.9822430884946488,0.9823276452161028,0.98234777776883,0.9823154944776186,0.9822712026832774,0.9823010417280955,3.8340137999363864e-05,229,5,1000.0
,17.754813957214356,0.6660114332165673,1.4258290767669677,0.07844431733839048,0.01,-1,31,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 1000, 'num_leaves': 31}",0.9824162284481023,0.9826054744437376,0.982524944232829,0.982549033029599,0.9824403168071253,0.9825071993922785,6.995986163221803e-05,199,5,1000.0
,23.08905162811279,1.1548815693494887,1.871342945098877,0.049686751396301417,0.01,-1,63,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 1000, 'num_leaves': 63}",0.9830926822197348,0.9832658221731883,0.9831490533673708,0.9831932773109243,0.9831207998292752,0.9831643269800987,6.066343819364539e-05,171,5,1000.0
,33.40751886367798,0.8889337789085138,2.7242923736572267,0.029642734657823248,0.01,-1,127,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 1000, 'num_leaves': 127}",0.9852508918720858,0.9852790774459038,0.985299209998631,0.9853957874477055,0.9852830446984735,0.9853016022925599,4.9598117463990834e-05,113,5,1000.0
,52.08795456886291,1.0799293348672083,3.8642021656036376,0.11930346858210668,0.01,-1,255,"{'learning_rate': 0.01, 'max_depth': -1, 'n_estimators': 1000, 'num_leaves': 255}",0.9898934585309679,0.9898652729571499,0.9900384129106035,0.9899779748986322,0.9897726220339598,0.9899095482662628,9.193070896067732e-05,64,5,1000.0
,2.007355833053589,0.21460330368861733,0.09036197662353515,0.0014809415331334225,0.01,4,15,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'num_leaves': 15}",0.9820256569251955,0.9820256569251955,0.9820296834357409,0.9820296110777804,0.9820416906580552,0.9820304598043934,5.892205975712557e-06,264,5,100.0
,1.8625677108764649,0.04165623353553043,0.09418649673461914,0.006655937100639797,0.01,4,31,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'num_leaves': 31}",0.9820256569251955,0.9820256569251955,0.9820296834357409,0.9820255845510222,0.9820457171848136,0.9820304598043936,7.78837336269747e-06,260,5,100.0
,1.946901512145996,0.12808456518134143,0.09897804260253906,0.0063306021102194,0.01,4,63,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'num_leaves': 63}",0.9820256569251955,0.9820256569251955,0.9820296834357409,0.9820255845510222,0.9820457171848136,0.9820304598043936,7.78837336269747e-06,260,5,100.0
,1.8486730575561523,0.04774840594135103,0.09541006088256836,0.004788164474190329,0.01,4,127,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'num_leaves': 127}",0.9820256569251955,0.9820256569251955,0.9820296834357409,0.9820255845510222,0.9820457171848136,0.9820304598043936,7.78837336269747e-06,260,5,100.0
,1.839471960067749,0.0190226109539267,0.0951648235321045,0.00437082279469105,0.01,4,255,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 100, 'num_leaves': 255}",0.9820256569251955,0.9820256569251955,0.9820296834357409,0.9820255845510222,0.9820457171848136,0.9820304598043936,7.78837336269747e-06,260,5,100.0
,7.370833253860473,0.23852613335581796,0.43068599700927734,0.02194603228324837,0.01,4,15,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'num_leaves': 15}",0.9822189294313762,0.9822873801106485,0.982198796878649,0.9821987252016283,0.9822027517283866,0.9822213166701378,3.385926638709735e-05,235,5,500.0
,7.239465141296387,0.08327672488616292,0.3988912105560303,0.005931421730626657,0.01,4,31,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'num_leaves': 31}",0.9822269824524671,0.9822753005790122,0.9822028233891944,0.9822108047819031,0.9822108047819031,0.982225343196896,2.6185110069127838e-05,231,5,500.0
,7.495829343795776,0.27772698457982303,0.40311098098754883,0.01013839302746225,0.01,4,63,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'num_leaves': 63}",0.9822269824524671,0.9822753005790122,0.9822028233891944,0.9822108047819031,0.9822108047819031,0.982225343196896,2.6185110069127838e-05,231,5,500.0
,7.453688097000122,0.1972230056455137,0.4123839855194092,0.014549782064395767,0.01,4,127,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'num_leaves': 127}",0.9822269824524671,0.9822753005790122,0.9822028233891944,0.9822108047819031,0.9822108047819031,0.982225343196896,2.6185110069127838e-05,231,5,500.0
,7.470182704925537,0.11010712893539583,0.4029075145721436,0.009424376442344663,0.01,4,255,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 500, 'num_leaves': 255}",0.9822269824524671,0.9822753005790122,0.9822028233891944,0.9822108047819031,0.9822108047819031,0.982225343196896,2.6185110069127838e-05,231,5,500.0
,12.885367155075073,0.26148454961477224,0.7903114318847656,0.02607888286326855,0.01,4,15,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000, 'num_leaves': 15}",0.9823518042793754,0.9823960958953751,0.9823960958953751,0.9823839454325094,0.9823597862719596,0.9823775455549189,1.8478063172805283e-05,219,5,1000.0
,13.088649368286132,0.357138210978964,0.8119044303894043,0.03057602108278614,0.01,4,31,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000, 'num_leaves': 31}",0.9823558307899208,0.9824001224059206,0.9823920693848297,0.9823839454325094,0.9823678393254762,0.9823799614677313,1.611318097044089e-05,215,5,1000.0
,13.392788362503051,0.48187269436032915,0.7965944290161133,0.041365730885303015,0.01,4,63,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000, 'num_leaves': 63}",0.9823558307899208,0.9824001224059206,0.9823920693848297,0.9823839454325094,0.9823678393254762,0.9823799614677313,1.611318097044089e-05,215,5,1000.0
,13.563122892379761,0.13745147601240884,0.8243379592895508,0.05242527636125687,0.01,4,127,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000, 'num_leaves': 127}",0.9823558307899208,0.9824001224059206,0.9823920693848297,0.9823839454325094,0.9823678393254762,0.9823799614677313,1.611318097044089e-05,215,5,1000.0
,14.189370441436768,0.2561631748971652,0.8329809665679931,0.015128236442914032,0.01,4,255,"{'learning_rate': 0.01, 'max_depth': 4, 'n_estimators': 1000, 'num_leaves': 255}",0.9823558307899208,0.9824001224059206,0.9823920693848297,0.9823839454325094,0.9823678393254762,0.9823799614677313,1.611318097044089e-05,215,5,1000.0
,2.3393295764923097,0.10836235465262381,0.11063485145568848,0.003781037228153944,0.01,6,15,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'num_leaves': 15}",0.9820095508830138,0.9820095508830138,0.9820296834357409,0.9820135049707472,0.9820255845510222,0.9820175749447075,8.439255519169513e-06,270,5,100.0
,2.6411719799041746,0.09204647276763524,0.13033075332641603,0.0022426438393842603,0.01,6,31,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'num_leaves': 31}",0.9820377364568318,0.9820337099462864,0.9820578690095589,0.982037664131297,0.9820698763453632,0.9820473711778674,1.4073882798322576e-05,253,5,100.0
,3.0055964946746827,0.04727268026110241,0.15294599533081055,0.01523492555586899,0.01,6,63,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'num_leaves': 63}",0.9820578690095589,0.9820498159884681,0.9820739750517407,0.9820537702383301,0.9820859824523964,0.9820642825480987,1.3607012561165753e-05,249,5,100.0
,3.0427722454071047,0.16870295744600755,0.138962984085083,0.00737456073769627,0.01,6,127,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'num_leaves': 127}",0.9820498159884681,0.9820498159884681,0.9820780015622861,0.9820577967650884,0.9820859824523964,0.9820642825513414,1.4964793838560194e-05,247,5,100.0
,3.164935255050659,0.25955865584727333,0.1414501667022705,0.010918202572672397,0.01,6,255,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 100, 'num_leaves': 255}",0.9820498159884681,0.9820498159884681,0.9820780015622861,0.9820577967650884,0.9820859824523964,0.9820642825513414,1.4964793838560194e-05,247,5,100.0
,8.437128973007201,0.07893406456956792,0.5664337635040283,0.011687220879695136,0.01,6,15,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'num_leaves': 15}",0.9821947703681035,0.9821343727099221,0.9822189294313762,0.9821946986748701,0.9821785925678369,0.9821842727504219,2.807940144817931e-05,240,5,500.0
,10.255618286132812,0.2993374315950838,0.7178724765777588,0.03304064174944258,0.01,6,31,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'num_leaves': 31}",0.9823679103215571,0.9823960958953751,0.9823960958953751,0.9823557597452014,0.982363812798718,0.9823759349312453,1.6919264398030327e-05,220,5,500.0
,12.508663749694824,0.5494232772517252,0.7443129539489746,0.04845533153219064,0.01,6,63,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'num_leaves': 63}",0.9825611828277379,0.9826698986124645,0.9826175539753739,0.9826738553591058,0.9826496961985561,0.9826344373946476,4.170224552061195e-05,187,5,500.0
,12.766190528869629,0.29130121264657116,0.7349515914916992,0.009870160597678307,0.01,6,127,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'num_leaves': 127}",0.982581315380465,0.982694057675737,0.9826457395491919,0.982677881885864,0.982661775778831,0.9826521540540177,3.8909320158434184e-05,184,5,500.0
,12.826055240631103,0.5134477509722634,0.739076042175293,0.022390431483753727,0.01,6,255,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500, 'num_leaves': 255}",0.982581315380465,0.982694057675737,0.9826457395491919,0.982677881885864,0.982661775778831,0.9826521540540177,3.8909320158434184e-05,184,5,500.0
,14.47774271965027,0.3633669616081765,1.0790942668914796,0.00826837961315716,0.01,6,15,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 1000, 'num_leaves': 15}",0.9822551680262851,0.9823437512582845,0.9823236187055574,0.982307441424102,0.982279255736794,0.9823018470302045,3.146605589076854e-05,227,5,1000.0
,17.97033557891846,0.4029607472668509,1.4419533729553222,0.07585378647338224,0.01,6,31,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 1000, 'num_leaves': 31}",0.9825450767855561,0.9826215804859193,0.9826014479331922,0.9826013778774567,0.9825611126098739,0.9825861191383997,2.8408130635973715e-05,191,5,1000.0
