,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,cv
23,23.0,234.75449819564815,7.168397686822552,33.538664150238034,3.0087211999486647,0.05,15,650,"{'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 650}",0.9949024376494842,0.9949950473920292,0.9948420399913028,0.99474538258044,0.9946447194114828,0.9948259254049476,0.0001216871469129,23,5
24,24.0,216.4180193424225,20.882561353853443,30.93226809501648,3.59015211400661,0.05,15,700,"{'learning_rate': 0.05, 'max_depth': 15, 'n_estimators': 700}",0.9949427027549386,0.9949910208814836,0.994882305096757,0.994773568267748,0.9947131703663736,0.9948605534734604,0.000103471337468,20,5
25,25.0,25.865288162231444,2.570445464759026,1.2559682369232177,0.0461866023252358,0.1,4,200,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 200}",0.9825329972539198,0.9824685730851928,0.9826296335070102,0.9827221736802052,0.9825450065028408,0.9825796768058336,8.777935795484265e-05,98,5
26,26.0,37.87942261695862,3.765121390461416,2.3842840671539305,0.2212661054677982,0.1,4,400,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 400}",0.9829920194560988,0.982843038565918,0.983048390603735,0.9830241631870764,0.9829718183392188,0.9829758860304094,7.143231672969454e-05,92,5
27,27.0,50.59835362434387,4.850628996091237,2.743472957611084,0.266559110486959,0.1,4,600,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 600}",0.9833866174895513,0.9833503788946424,0.9835476779113684,0.9834791607107624,0.9835315055586202,0.9834590681129888,7.818571660482368e-05,88,5
28,28.0,57.29231657981872,2.703572925757978,3.37229642868042,0.2725423663162131,0.1,4,650,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 650}",0.983507412805914,0.9835114393164596,0.9836241816117316,0.983628142200819,0.983728805369776,0.98359999626094,8.292519545226098e-05,87,5
29,29.0,53.50150022506714,5.9332778874508785,3.5077388286590576,0.2677354522279212,0.1,4,700,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 700}",0.9835959960379136,0.9836604202066406,0.9838013480757306,0.9837328318965344,0.9838657072795576,0.9837312606992754,9.62346049598302e-05,85,5
30,30.0,27.77309851646423,0.2862512204838772,2.0307830810546874,0.0991423490663381,0.1,6,200,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200}",0.9838657722444576,0.9838255071390032,0.9838939578182756,0.9838737603330744,0.9839583173949984,0.9838834629859616,4.354149299739789e-05,83,5
31,31.0,44.19221515655518,3.077853456038999,3.4804768562316895,0.2573319634255239,0.1,6,400,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 400}",0.9856011982895384,0.985830709390628,0.985746152669174,0.9858306523376,0.9857622013827092,0.98575418281393,8.39487347907833e-05,71,5
32,32.0,65.23998403549194,4.964775841475512,5.16220235824585,0.2828666480005906,0.1,6,600,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 600}",0.987437287098255,0.9874856052248,0.9875902944989812,0.9875016609422878,0.9875217935760792,0.9875073282680804,5.0004830300504496e-05,67,5
33,33.0,67.48403820991516,4.443253968925484,5.302165555953979,0.1816944072955202,0.1,6,650,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 650}",0.9879204683637066,0.9879687864902518,0.9879446274269792,0.9878600218237752,0.987900287091358,0.987918838239214,3.732581708427602e-05,65,5
34,34.0,79.9732403755188,10.755322948664356,5.6292284488677975,0.1051091560424305,0.1,6,700,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 700}",0.9883674110342496,0.9883271459287952,0.9882466157178864,0.9881982500714708,0.9882908601869114,0.9882860565878626,5.932203805389632e-05,63,5
35,35.0,35.83893761634827,3.354214738604235,2.768748903274536,0.335440485494075,0.1,8,200,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200}",0.9872359615709834,0.9871715374022564,0.9870869806808024,0.987219804069208,0.9870305573115686,0.9871489682069636,7.868739020627479e-05,68,5
36,36.0,57.07049040794372,3.1252109544609494,5.16437931060791,0.1646679895407881,0.1,8,400,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 400}",0.9906061508975093,0.9903122156276928,0.9903041626066018,0.9903242561998444,0.9902638582984704,0.9903621287260238,0.0001236847716843,53,5
37,37.0,92.8025493144989,14.06951515587942,8.108580160140992,1.1611145544055623,0.1,8,600,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 600}",0.99266772429677,0.9923294974109536,0.9923657360058626,0.9922730951508538,0.9922690686240956,0.9923810242977072,0.0001478299123878,49,5
38,38.0,100.67872776985168,14.113915298629731,8.992852258682252,1.215329248568593,0.1,8,650,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 650}",0.992957633056041,0.9927281219549514,0.9927603340393149,0.9926757478266822,0.9926274295055828,0.9927498532765144,0.0001133434875851,47,5
39,39.0,108.67133431434632,19.460803650525985,10.05564866065979,1.8600832330775912,0.1,8,700,"{'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 700}",0.9932515683258576,0.993014004203677,0.9930019246720408,0.9929334455392124,0.9929092863786626,0.99302204582389,0.0001214205997759,46,5
40,40.0,56.98304371833801,1.2075711783957406,6.48069806098938,0.889874728958772,0.1,12,200,"{'learning_rate': 0.1, 'max_depth': 12, 'n_estimators': 200}",0.993658245890946,0.993396522705493,0.9933200190051298,0.9932757003136664,0.993356230848832,0.9934013437528136,0.0001345043594583,44,5
41,41.0,106.7047924041748,4.505065157042317,13.545922946929933,0.4367522741063166,0.1,12,400,"{'learning_rate': 0.1, 'max_depth': 12, 'n_estimators': 400}",0.9948017748858484,0.9946366879534856,0.9945843433163952,0.994362862538403,0.9944594991806018,0.9945690335749467,0.0001506547714298,28,5
42,42.0,148.87948722839354,1.662358555830733,17.993855810165407,0.3781024105151948,0.1,12,600,"{'learning_rate': 0.1, 'max_depth': 12, 'n_estimators': 600}",0.9950957101556648,0.9949265967127568,0.994833986970212,0.9947212234198902,0.994733303000165,0.9948621640517376,0.000138534277857,19,5
43,43.0,160.9205467224121,2.2822308737291213,20.05593023300171,0.4905577962119021,0.1,12,650,"{'learning_rate': 0.1, 'max_depth': 12, 'n_estimators': 650}",0.9951641608349372,0.9949789413498474,0.994882305096757,0.9947937009015392,0.9947534356339564,0.9949145087634076,0.0001470060431958,17,5
44,44.0,184.2769350528717,14.140311864428597,21.85053749084473,2.3938285476420664,0.1,12,700,"{'learning_rate': 0.1, 'max_depth': 12, 'n_estimators': 700}",0.9952084524509368,0.9950111534342108,0.9949427027549386,0.9948540988029136,0.9947574621607148,0.9949547739207428,0.0001528035138728,15,5
45,45.0,78.66776094436645,1.7521624034132308,9.73010482788086,0.3808186025759889,0.1,15,200,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 200}",0.9944957600843956,0.9946407144640312,0.994266248983306,0.9944393665468104,0.9942018014680716,0.9944087783093232,0.0001583981508208,32,5
46,46.0,134.0827410697937,8.715664115407359,18.691009616851808,2.9371521530856173,0.1,15,400,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 400}",0.9949024376494842,0.9950433655185744,0.994769562801485,0.9948379926958804,0.9946125071974166,0.994833173172568,0.0001426473762716,22,5
47,47.0,197.39899535179137,13.031555355348347,26.656366634368897,2.670621817532454,0.1,15,600,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 600}",0.9950634980713016,0.9951641608349372,0.9949628353076656,0.9949789211324204,0.9947655152142314,0.9949869861121112,0.0001318655574197,12,5
48,48.0,205.04305868148805,11.04734203365276,28.31836543083191,1.3038326931388244,0.1,15,650,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 650}",0.9950957101556648,0.9951842933876645,0.9949708883287566,0.9950232129267615,0.994773568267748,0.9950095346133192,0.0001380779498114,9,5
49,49.0,221.70348286628723,4.112529799283553,28.17673635482788,3.1350915973656175,0.1,15,700,"{'learning_rate': 0.1, 'max_depth': 15, 'n_estimators': 700}",0.9951118161978466,0.9952406645353004,0.9949668618182111,0.9950473720873112,0.994773568267748,0.9950280565812836,0.0001556277642356,6,5
50,50.0,23.067170906066895,3.1984859958811076,1.2589397430419922,0.1593048676475641,0.12,4,200,"{'learning_rate': 0.12, 'max_depth': 4, 'n_estimators': 200}",0.9826537925702828,0.9825853418910104,0.982694057675737,0.9827382797872384,0.9826819084126224,0.9826706760673783,5.061640496637667e-05,97,5
51,51.0,37.23314566612244,0.4500727957927087,2.3882471561431884,0.0998550002291999,0.12,4,400,"{'learning_rate': 0.12, 'max_depth': 4, 'n_estimators': 400}",0.983112814772462,0.9831571063884617,0.9831168412830074,0.9832818608996066,0.9833180996404312,0.9831973445967936,8.598834124107076e-05,90,5
52,52.0,53.65782432556152,2.7900566430583207,3.2386012077331543,0.3655594430600371,0.12,4,600,"{'learning_rate': 0.12, 'max_depth': 4, 'n_estimators': 600}",0.9836201551011862,0.9837047118226404,0.9837288708859128,0.9837972563246667,0.9838818133865908,0.9837465615041994,8.82110753333888e-05,84,5
53,53.0,51.5611457824707,2.425453221414587,2.903793525695801,0.1050880192996728,0.12,4,650,"{'learning_rate': 0.12, 'max_depth': 4, 'n_estimators': 650}",0.9837973215651852,0.9838496662022758,0.9839221433920936,0.9839945561358228,0.9840146887696142,0.9839156752129984,8.298493497908152e-05,82,5
54,54.0,54.39567604064941,4.710693269099497,3.305590105056763,0.4506169324825607,0.12,4,700,"{'learning_rate': 0.12, 'max_depth': 4, 'n_estimators': 700}",0.9838738252655485,0.9840107266240932,0.984046965219002,0.98409521930478,0.9841717233131873,0.984039691945322,9.89133110878388e-05,81,5
55,55.0,27.76707158088684,2.734664001391418,1.98437294960022,0.1498174133914736,0.12,6,200,"{'learning_rate': 0.12, 'max_depth': 6, 'n_estimators': 200}",0.9840670977717292,0.9841476279826376,0.9841355484510014,0.9843931822848928,0.984224068161045,0.9841935049302613,0.000111577394277,79,5
56,56.0,45.713916301727295,1.229421409054145,3.6565330982208257,0.20752727153846,0.12,6,400,"{'learning_rate': 0.12, 'max_depth': 6, 'n_estimators': 400}",0.9865957463942598,0.9863702618037156,0.9863783148248064,0.9866158250554654,0.9865997189484322,0.9865119734053358,0.0001126491486199,70,5
57,57.0,64.20803599357605,2.270218319391607,5.5859729766845705,0.1062811469426744,0.12,6,600,"{'learning_rate': 0.12, 'max_depth': 6, 'n_estimators': 600}",0.9886814788567932,0.9881781650386142,0.9883593580131588,0.9885082926318588,0.9883391785080108,0.9884132946096872,0.0001700797946718,62,5
58,58.0,73.92878742218018,4.853508888605262,5.395561981201172,0.3122393243811015,0.12,6,650,"{'learning_rate': 0.12, 'max_depth': 6, 'n_estimators': 650}",0.9890921829324272,0.9887136909411566,0.9887982476626106,0.9889351044682368,0.9888183351922464,0.9888715122393356,0.0001310286877479,60,5
59,59.0,78.58064184188842,6.914705521832175,5.906407880783081,0.5483360911610875,0.12,6,700,"{'learning_rate': 0.12, 'max_depth': 6, 'n_estimators': 700}",0.989482754455334,0.9890559443375182,0.9891968722066083,0.9892330674483496,0.9892813857694492,0.9892500048434518,0.0001385110658118,57,5
60,60.0,34.34918999671936,3.2260666152792505,2.7573239326477053,0.2105305853860769,0.12,8,200,"{'learning_rate': 0.12, 'max_depth': 8, 'n_estimators': 200}",0.9880332106589788,0.9878761767477068,0.9877875935157074,0.9879123666716328,0.98812979911658,0.9879478293421212,0.0001203911819328,64,5
61,61.0,57.4078209400177,3.3746536053018725,4.788603734970093,0.3310263176956511,0.12,8,400,"{'learning_rate': 0.12, 'max_depth': 8, 'n_estimators': 400}",0.9917698124451388,0.991379240922232,0.9913993734749592,0.9914114184245812,0.9915765060216708,0.9915072702577165,0.000148958243529,50,5
62,62.0,87.66764016151429,6.07808548399716,7.614616012573242,0.9715804607260988,0.12,8,600,"{'learning_rate': 0.12, 'max_depth': 8, 'n_estimators': 600}",0.993424708279311,0.9931589585833124,0.993070375351313,0.9932072493587756,0.9931669840911928,0.9932056551327808,0.0001182907088701,45,5
63,63.0,95.59169940948486,8.434110579201285,8.862738609313965,1.211495584627353,0.12,8,650,"{'learning_rate': 0.12, 'max_depth': 8, 'n_estimators': 650}",0.9936501928698552,0.9933441780684024,0.993424708279311,0.9934246818037228,0.9934005226431732,0.9934488567328928,0.0001048786175406,43,5
64,64.0,104.3810661315918,15.005754319144517,9.74645299911499,1.037751793147267,0.12,8,700,"{'learning_rate': 0.12, 'max_depth': 8, 'n_estimators': 700}",0.9938877569920356,0.9935334240640376,0.9935616096378556,0.9936783529894948,0.9936018489810874,0.993652598532902,0.0001272948097894,40,5
65,65.0,53.778848791122435,2.097419387780308,6.008195400238037,0.1552455589180868,0.12,12,200,"{'learning_rate': 0.12, 'max_depth': 12, 'n_estimators': 200}",0.9941374006458524,0.9937669616756726,0.9939119160553082,0.9935615837135046,0.9937548569979022,0.993826543817648,0.0001912136371494,38,5
66,66.0,103.63628454208374,2.7835730310610174,12.519654083251954,0.7621555099512236,0.12,12,400,"{'learning_rate': 0.12, 'max_depth': 12, 'n_estimators': 400}",0.9948863316073024,0.9946648735273038,0.9947856688436668,0.9945641888763171,0.9945400297157676,0.9946882185140716,0.000131631017499,26,5
67,67.0,144.63533554077148,8.170081046885537,18.42126684188843,2.1742061598205655,0.12,12,600,"{'learning_rate': 0.12, 'max_depth': 12, 'n_estimators': 600}",0.995087657134574,0.9949628353076656,0.99500310041312,0.9948057804818142,0.9947655152142314,0.9949249777102812,0.000121356677927,16,5
68,68.0,149.39429545402527,7.58315615977493,19.719998025894164,2.2186639240751904,0.12,12,650,"{'learning_rate': 0.12, 'max_depth': 12, 'n_estimators': 650}",0.9951359752611192,0.9950272594763926,0.9950232329658472,0.9948782579634632,0.994829939642364,0.9949789330618372,0.0001107200891196,14,5
69,69.0,174.7576605796814,18.30096491101248,22.075920200347905,3.142601526891426,0.12,12,700,"{'learning_rate': 0.12, 'max_depth': 12, 'n_estimators': 700}",0.9951681873454826,0.9950634980713016,0.9950514185396652,0.9948500722761552,0.9948138335353308,0.994989401953587,0.000135305237494,11,5
70,70.0,74.56281371116638,1.859255108647551,9.162662935256956,0.5454705490524316,0.12,15,200,"{'learning_rate': 0.12, 'max_depth': 15, 'n_estimators': 200}",0.9945682372742134,0.9946165554007586,0.9944393889367596,0.994262199369446,0.9943749421186778,0.9944522646199712,0.0001286160713638,31,5
71,71.0,137.99507794380187,8.961163451787224,20.22646999359131,2.0088901975707736,0.12,15,400,"{'learning_rate': 0.12, 'max_depth': 15, 'n_estimators': 400}",0.995031285986938,0.9949588087971204,0.9948782785862116,0.994660825518516,0.9947373295269234,0.994853305683142,0.0001370624850729,21,5
72,72.0,179.41652660369874,15.485016789938248,25.56776342391968,2.256996369087465,0.12,15,600,"{'learning_rate': 0.12, 'max_depth': 15, 'n_estimators': 600}",0.995200399429846,0.9950997366662104,0.9950192064553016,0.994761488687473,0.9948339661691222,0.9949829594815908,0.0001633886194663,13,5
73,73.0,189.89643807411193,5.189711670737263,22.638132333755493,1.7120984151176446,0.12,15,650,"{'learning_rate': 0.12, 'max_depth': 15, 'n_estimators': 650}",0.9952205319825732,0.9951319487505738,0.9950111534342108,0.9948259131156056,0.9948460457493972,0.995007118606472,0.0001548702741113,10,5
74,74.0,192.83933706283568,11.65840296790521,26.19631199836731,2.8172726884519994,0.12,15,700,"{'learning_rate': 0.12, 'max_depth': 15, 'n_estimators': 700}",0.9952245584931186,0.9951561078138464,0.9950675245818468,0.9948500722761552,0.99486215185643,0.9950320830042796,0.0001521115201252,5,5
75,75.0,21.47348494529724,1.593196727360414,1.1042440414428711,0.0923002710829187,0.15,4,200,"{'learning_rate': 0.15, 'max_depth': 4, 'n_estimators': 200}",0.9827423758022822,0.9826698986124645,0.9828390120553726,0.982706067573172,0.982762438947788,0.9827439585982158,5.709605861895852e-05,95,5
76,76.0,33.55159182548523,1.8146630332547713,2.1118148803710937,0.183473663203545,0.15,4,400,"{'learning_rate': 0.15, 'max_depth': 4, 'n_estimators': 400}",0.983394670510642,0.9834067500422784,0.9835033862953688,0.9834509750234544,0.9835234525051036,0.9834558468753696,5.100450801160157e-05,89,5
77,77.0,48.18720121383667,4.231353353523942,3.174883413314819,0.2407009369068643,0.15,4,600,"{'learning_rate': 0.15, 'max_depth': 4, 'n_estimators': 600}",0.9841758135564556,0.9840590447506382,0.984244264235728,0.9841999090004953,0.9842764130089028,0.984191088910444,7.463860604760904e-05,80,5
78,78.0,51.70169997215271,4.804479845254418,3.2992406368255613,0.3809283657817167,0.15,4,650,"{'learning_rate': 0.15, 'max_depth': 4, 'n_estimators': 650}",0.9843811655942728,0.9842563437673644,0.9843731125731818,0.9844535801862672,0.9844978719806082,0.9843924148203388,8.231265750928905e-05,78,5
79,79.0,53.0002025604248,4.032805299226039,3.49784836769104,0.3287322186403547,0.15,4,700,"{'learning_rate': 0.15, 'max_depth': 4, 'n_estimators': 700}",0.9845744381004534,0.984449616273545,0.9846992599273616,0.984695171791764,0.9846871187382475,0.9846211209662744,9.75070023028164e-05,76,5
80,80.0,27.61506061553955,1.4203096302955434,2.0374767780303955,0.1546480448208742,0.15,6,200,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 200}",0.9848482408175429,0.9848240817542702,0.9848723998808152,0.9848884450761618,0.984864285915612,0.9848594906888803,2.194698263546734e-05,73,5
81,81.0,44.50784754753113,3.7509794021639458,3.627423429489136,0.3316572293096614,0.15,6,400,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 400}",0.9877875935157074,0.9874815787142548,0.9875258703302544,0.9875499792633872,0.9874291834606388,0.9875548410568484,0.0001234454126061,66,5
82,82.0,66.67798366546631,8.86466309721102,5.1172364234924315,0.5082717412296031,0.15,6,600,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 600}",0.9899538561891492,0.9895230195607884,0.9896397883666056,0.9895874018030788,0.9895108977946712,0.9896429927428588,0.0001622216647709,55,5
83,83.0,72.0876124382019,10.0043198538192,5.6266676902771,0.7451682022471552,0.15,6,650,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 650}",0.9905417267287824,0.989949829678604,0.9900827045266032,0.9899618687915992,0.9899336831042912,0.990093962565976,0.0002300139340272,54,5
84,84.0,72.39775280952453,6.021131235136607,5.739824056625366,0.602928121974127,0.15,6,700,"{'learning_rate': 0.15, 'max_depth': 6, 'n_estimators': 700}",0.990968536846598,0.9904007988596922,0.9903967723491468,0.9903604949406692,0.990372574520944,0.99049983550341,0.0002348286054785,52,5
85,85.0,36.49357542991638,3.676866532004122,3.08523211479187,0.1221106793488564,0.15,8,200,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 200}",0.9892733759069716,0.98893112251061,0.9889109899578828,0.9888908126738956,0.9891404573329092,0.989029351676454,0.0001514884897617,59,5
86,86.0,62.79202241897583,6.294531335411193,5.398946237564087,0.9081363528222278,0.15,8,400,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 400}",0.9927200689338606,0.992369762516408,0.9924704252800438,0.9922449094635458,0.992502607176076,0.9924615546739868,0.0001574513039245,48,5
87,87.0,86.5473599910736,4.205985413906839,8.341668081283569,1.643442522238889,0.15,8,600,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 600}",0.9941011620509436,0.9937911207389452,0.9938032002705816,0.9935978224543291,0.99380720184576,0.993820101472112,0.0001610558565142,39,5
88,88.0,94.79718251228331,17.61974849796728,8.725704050064087,1.6995703196662195,0.15,8,650,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 650}",0.9941937717934884,0.9939884197556712,0.9939682872029442,0.993851493640101,0.9939722894428497,0.9939948523670108,0.0001107942550754,37,5
89,89.0,116.57819719314575,13.915190801385434,12.05235195159912,1.4631162632080268,0.15,8,700,"{'learning_rate': 0.15, 'max_depth': 8, 'n_estimators': 700}",0.99439509732076,0.9941575331985796,0.9940931090298526,0.9940890587188396,0.9941373770399392,0.9941744350615942,0.0001133612331473,35,5
90,90.0,53.17279310226441,1.6304454353126936,5.483830213546753,0.2682110542469149,0.15,12,200,"{'learning_rate': 0.15, 'max_depth': 12, 'n_estimators': 200}",0.9942340368989426,0.994507839616032,0.9940447909033072,0.9940810056653232,0.9939722894428497,0.994167992505291,0.0001902119629884,36,5
